sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	VOTE	MACE
bbbbb	432	diary	122	Doodlennium is our weekly cartoon strip by Mark Alan Stamaty , whose &#34 Washingtoon &#34 appeared for many years in the Washington Post and Time . Our SLATE Diary will be an actual daily	diary	 , written and posted every weekday by someone with an interesting mind .	INFO	INFO	ART	ART	INFO	ART	ART	ART
bbbbb	436	diary	123	&#34 Morris has written a model biography of a woman who , if born a man , could easily have been a President , &#34 says Luce 's friend Gore Vidal in The New Yorker . Reviews dwell on the book 's dishy detail , derived from Luce 's	diaries	0	INFO	INFO	INFO	INFO	INFO	DOT	INFO	INFO
bbbbb	428	diary	120	When someone at a seminar remarked to her that her life seemed more , well , racy than those	diaries	revealed , she smiled mysteriously and said that after the death of all concerned , unexpurgated editions would be published .	INFO	DOT	ART	INFO	INFO	INFO	INFO	DOT
bbbbb	430	diary	121	Cotton Mather 's	diary	for August 1721 has an entry that starts , d .	INFO	ART	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	257	dictionary	67	This is an indication of how people lump	dictionaries	together .	DOT	DOT	ART	INFO	INFO	ART	DOT	DOT
bbbbb	310	book	85	This	book	was a huge surprise for me .	INFO	ART	DOT	INFO	ART	INFO	DOT	ART
bbbbb	464	book	132	Will titled his latest	book	Bunts because &#34 bunts are modest and often useful things . &#34	INFO	INFO	ART	INFO	ART	ART	ART	ART
bbbbb	467	book	133	It would just have to be more upfront about how it slices the stats and then it would do much a better job of following the serious	books	throughout the country , not just at selected stores .	INFO	INFO	INFO	ART	INFO	ART	INFO	ART
bbbbb	459	book	130	One does not necessarily expect literary elegance in a	book	written by an academic , but there is no need to be clumsy .	INFO	DOT	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	462	book	131	She recently published a	book	called The Language of Silence , about German literature 's relationship to the Holocaust , in which she accuses Grass of a flippant disregard for Germany 's victims : &#34 [ T ] here is an ingrained obtuseness and insensitivity to those who suffered and died , evident in a language where silence is veiled in verbal dexterity and a creative exuberance rooted in pre- Holocaust aesthetics . &#34	INFO	ART	INFO	INFO	ART	INFO	INFO	INFO
bbbbb	478	book	136	Critics also say that editors , who once patiently developed writers , now spend more time marketing books than editing them , which results in the production of longer , sloppier , less interesting	books	that readers spurn .	DOT	ART	INFO	ART	ART	INFO	ART	ART
bbbbb	481	book	137	This is what Amazon has been able to do in	books	and what it wants to do in its other businesses .	DOT	INFO	ART	ART	ART	ART	ART	ART
bbbbb	471	book	134	The Mexican intellectual Jos Vasconcelos wrote a	book	in 1925 titled La Raza Csmica : Misin de la Raza Iberoamericana .	INFO	ART	INFO	ART	DOT	INFO	DOT	DOT
bbbbb	474	book	135	There is much in this	book	to inspire the reader .	INFO	ART	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	299	book	81	An analysis of the entries in two randomly selected spans of the TBDNE suggests that the great bulk of the entries are repeated , often with revision , from the two earlier	books	 , with less evidence of new material than one might have hoped for .	INFO	ART	ART	INFO	INFO	INFO	INFO	INFO
bbbbb	485	book	138	Anything else you liked about the	book	?	INFO	ART	INFO	INFO	ART	INFO	INFO	INFO
bbbbb	488	book	139	Above ground again , 40 , 000 rare	books	and manuscripts of immeasurable beauty and value are preserved in the biblioteca ( library ) created by Felipe II .	ART	ART	ART	ART	ART	INFO	ART	ART
bbbbb	296	book	80	I know , I know : there is a thematic guide in the forematter and the two types of cross references at the ends of the entries are extremely helpful ; also , to have added an Index would have run up the price of the	book	by another 25 per cent ( or whatever ) .	ART	ART	ART	ART	DOT	ART	ART	ART
bbbbb	303	book	82	That the Egyptians recognized an elemental chemistry-the word khem is a very old name for the black alluvium of the Nile delta , and thus , by synecdoche , for Egypt itself-is argued at some length by R . A . Schwaller de Lubizc in his titanic	book	on the temple of Apet of the South at Luxor , The Temple of Man ( Inner Traditions International , Rochester , VT : in press ) .	DOT	INFO	INFO	DOT	INFO	ART	INFO	DOT
bbbbb	286	letter	76	holiday greeting cards , other cards , 	letters	 , and invitations ) .	ART	ART	ART	ART	ART	ART	ART	ART
bbbbb	276	letter	73	The most authoritative of the	letters	I received countering my explanation of cold turkey came from an M . D . who said that the expression alludes to the ` gooseflesh ' or ` duck bumps ' that appear on the skin of persons withdrawing from addiction to opiates .	INFO	INFO	DOT	INFO	INFO	INFO	INFO	INFO
bbbbb	273	letter	72	Her first submission to The New Yorker was returned with a friendly	letter	 , but on the second try she got in .	DOT	INFO	ART	ART	ART	DOT	ART	ART
bbbbb	295	letter	79	Finally , payment mail is all First- Class single-piece non-presorted	letters	 , while bill mail is mostly presorted letters .	ART	INFO	ART	ART	ART	INFO	ART	ART
bbbbb	382	letter	106	This mistake , as the others in the same paragraph of my	letter	 , was culled directly from the writing ( in English ) of Japanese speakers .	DOT	INFO	INFO	INFO	ART	DOT	INFO	DOT
bbbbb	385	letter	107	In the course of that doomed crusade she met Bill Clinton and wrote him a	letter	of recommendation to the Council on Foreign Relations .	INFO	DOT	DOT	INFO	INFO	ART	INFO	DOT
bbbbb	378	letter	105	The NYT and WP leads communicate almost exactly the same information : The tart	letters	back and forth between Judiciary and the White House .	DOT	INFO	INFO	DOT	INFO	ART	INFO	DOT
bbbbb	369	letter	102	&#34 I 'm saved , &#34 her husband says after the arrival of the forgiving	letter	0	INFO	DOT	DOT	DOT	INFO	DOT	DOT	DOT
bbbbb	363	letter	100	In your letter , you mentioned Navajo and Breton ( the Celtic language of Brittany ) ; coincidentally , this morning I got a	letter	from a colleague who has published an extensive dictionary of Hopi and is working with educators to help Hopi children learn their ancestral language .	ART	ART	INFO	ART	DOT	DOT	ART	DOT
bbbbb	365	letter	101	In an interesting	letter	to the Washington Post earlier this week , Rene Redwood noted that &#34 800 of the rejected African American and Latino applicants .	INFO	INFO	INFO	DOT	INFO	INFO	INFO	INFO
bbbbb	119	book	30	Just days ago , the new warm and fuzzy Newt Gingrich was on tour with a	book	mostly about diet and exercise .	INFO	DOT	ART	INFO	INFO	ART	DOT	DOT
bbbbb	123	book	31	Of course , none of this explains why these	books	have crossed over not only from children to their parents but also to adults who do n't have children .	INFO	ART	INFO	ART	INFO	ART	ART	ART
bbbbb	128	book	32	Our proxy for verse is a fairly crude one--the number of	books	of poetry published .	DOT	ART	ART	ART	INFO	ART	ART	ART
bbbbb	132	book	33	The Island of the Colorblind is a quite different kind of	book	 , even if it could be superficially described as consisting of two case studies .	INFO	INFO	ART	INFO	INFO	INFO	INFO	INFO
bbbbb	137	book	34	( I learned this from the	book	Succeeding Generations , by the economists Robert Haveman and Barbara Wolfe . )	INFO	INFO	ART	ART	INFO	INFO	INFO	INFO
bbbbb	142	book	35	Among other things , this	book	helps explain what the term actually means .	INFO	INFO	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	145	book	36	Given Erwin Schrdinger s towering reputation as the discoverer of the Schrdinger equation , the fundamental formulation of quantum mechanics , his public lectures and subsequent	book	were bound to draw high attention .	INFO	ART	DOT	INFO	INFO	INFO	INFO	INFO
bbbbb	154	book	38	I cannot say that I agree with everything she says nor with every item selected for inclusion , but , on the whole , the	book	comes off as a very good treatment of the subject .	INFO	INFO	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	157	book	39	Nasario Garcia has published several collections depicting the way of life of the elders of the Rio Puerco Valley , and Rudolfo Anaya has written several children s	books	that bring forth the folklore of the region .	INFO	INFO	DOT	ART	INFO	DOT	INFO	DOT
bbbbb	453	dictionary	128	As early as 1904 , G . &amp; C . Merriam , of Springfield , Massachusetts , who claimed to be the literal publishing descendants of Noah Webster 's lexicographical projects , attempted to restrain the sale of other	dictionaries	with Webster in the title .	DOT	ART	INFO	ART	ART	ART	ART	ART
bbbbb	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book , though , in the present case I believe it to be that Oxford University Press took a long , hard look at the revenues to be realized from a dictionary that could compete , in the UK market at least , with	dictionaries	of similar length published by Collins , Longman , Chambers , and others .	DOT	ART	ART	INFO	ART	DOT	ART	ART
bbbbb	431	dictionary	121	As one might expect , I enjoy reading	dictionaries	 , but some make more interesting reading than others .	INFO	ART	DOT	INFO	INFO	INFO	INFO	INFO
bbbbb	433	dictionary	122	If we are talking about Finns attempting to learn Turkish or Korean then no one , surely , is going to argue that point , except to make the observation , perhaps , that such hapless Finns are going to have to operate via an interlingua ( and its	dictionaries	) , such as English , German , or Russian .	INFO	ART	INFO	ART	INFO	ART	ART	ART
bbbbb	437	dictionary	123	Such books are derivatives of larger	dictionaries	in a publisher 's line , pared down to make them smaller and not directly competitive and priced lower .	DOT	ART	INFO	DOT	ART	ART	ART	ART
bbbbb	440	dictionary	124	We had to learn nuances of meaning which were not found in	dictionaries	0	INFO	INFO	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	443	dictionary	125	John Morse , the editor of the Merriam- Webster	dictionaries	 , sees groovy less as a bit of exotica and more as a robust adapter to an ever-changing present .	INFO	INFO	ART	INFO	INFO	INFO	INFO	INFO
bbbbb	445	dictionary	126	The authors are not alone in getting this wrong : it is incorrect in some	dictionaries	0	INFO	INFO	INFO	ART	INFO	INFO	INFO	INFO
bbbbb	449	dictionary	127	I wish attention had been given to these rather than some of those to which space was devoted , ones I consider of less consequence , such as the use of the name Webster , the dating of words such as ordinals , and the cost of the	dictionary	in per-word terms--and the cost of college dictionaries in general .	DOT	ART	ART	DOT	ART	ART	ART	ART
bbbbb	12	diary	3	&#34 I am not afraid , &#34 she told her	diary	 , &#34 of criticism or death or pain . &#34	INFO	INFO	INFO	DOT	INFO	ART	INFO	DOT
bbbbb	7	diary	2	That task involves choosing what	diaries	 , letters , drafts , and laundry lists to donate to a university or to leave in a closet for legions of biographical ragpickers to quote , misquote , or variously interpret in as yet unimaginable contexts-or to burn .	DOT	ART	ART	ART	ART	INFO	ART	ART
bbbbb	2	diary	1	In Shadow , Bob Woodward describes George Bush , at the height of his popularity immediately following the Gulf War , whining to his	diary	about a cartoonist who wrote jokes about his manhood .	INFO	INFO	INFO	DOT	ART	INFO	INFO	DOT
bbbbb	314	book	86	Before getting into that , I feel compelled to reiterate my perpetual complaint about the prospective users of such	books	: in order to look something up in a reference book of any kind-dictionary , thesaurus , usage book , encyclopedia-a person must either acknowledge that he does not know something or , at least , have doubts about the information he already possesses .	INFO	ART	ART	INFO	INFO	INFO	INFO	INFO
bbbbb	28	diary	7	An article by a constitutional lawyer wonders whether Ted Kaczynski 's	diary	should be admissible in court and decides that it should be .	INFO	INFO	INFO	INFO	INFO	ART	INFO	INFO
bbbbb	23	diary	6	( Fans who visit the American Movie Web site will find such features as Borchardt 's daily	diary	and a phone number for his buddy Mike Schank , a lovable PCP casualty and talented musician-- &#34 If he 's home and in the mood he 'll pick up . &#34	INFO	ART	INFO	ART	INFO	INFO	INFO	ART
bbbbb	306	book	83	There 's a lot going on in the	book	world .	DOT	ART	ART	DOT	ART	ART	ART	ART
bbbbb	16	diary	4	Of all the good stuff in this issue of SLATE , I 'm probably most excited at having the wonderful novelist Muriel Spark writing our	diary	column .	INFO	INFO	INFO	INFO	ART	INFO	INFO	INFO
bbbbb	35	diary	9	Frantz and Collins , with their solid ( if seemingly cut-and-paste ) history and assiduous	diary	of whose kid beat up whose , etc . , stay within the perimeter of Celebration , within what Ross calls the White Vinyl Fence .	INFO	INFO	INFO	INFO	ART	INFO	INFO	INFO
bbbbb	323	book	89	In his	book	 , Hindson runs through a list of potential candidates .	INFO	DOT	INFO	INFO	ART	INFO	INFO	DOT
bbbbb	97	dictionary	24	( Most British	dictionaries	have traditionally had no illustrations at all . )	ART	INFO	DOT	DOT	DOT	ART	DOT	DOT
bbbbb	102	dictionary	25	Because general dictionaries either omit proper names altogether or , if they are included , give them short etymological shrift , Room 's book deserves to stand on the shelf alongside the best	dictionaries	in a reader 's library .	DOT	DOT	DOT	INFO	ART	DOT	DOT	DOT
bbbbb	109	dictionary	27	The pronunciations given in Chambers are not those of the Received Pronunciation-the BBC or Oxonian accent-as they are in all the other British	dictionaries	I have consulted .	INFO	DOT	INFO	INFO	INFO	DOT	INFO	DOT
bbbbb	79	dictionary	20	When I ask people how they use their	dictionaries	 , they tell me for spelling ( now I suppose more and more people just use spell checkers for that ) , or sometimes to look up an unfamiliar word .	INFO	INFO	INFO	DOT	DOT	ART	INFO	DOT
bbbbb	84	dictionary	21	Robley Dunglison in his series of medical	dictionaries	( 1833 - 1903 ) echoes medical thinking of the time when he says of dementia in common parlance , and even in legal language , this word is synonymous with insanity . . .	INFO	INFO	ART	DOT	INFO	INFO	INFO	DOT
bbbbb	88	dictionary	22	( Even many	dictionaries	have this wrong , as carat is not a free variant of karat , although both derive from Arabic q \ itilde \ r \ atilde \ t .	INFO	INFO	INFO	INFO	INFO	ART	INFO	INFO
bbbbb	93	dictionary	23	Compilers of our	dictionaries	should stop capitalizing the words for the four Hindu castes and retain the custom only for Brahma or Brahman when it implies the Absolute .	INFO	DOT	INFO	ART	INFO	INFO	INFO	DOT
bbbbb	113	dictionary	28	. It is questionable to what purpose users of	dictionaries	are to put this information .	INFO	INFO	INFO	DOT	ART	ART	DOT	DOT
bbbbb	118	dictionary	29	Various	dictionaries	of Chicano Spanish and Chicano slang have been compiled that list many other pochismos .	INFO	INFO	ART	INFO	INFO	DOT	INFO	DOT
bbbbb	74	dictionary	18	In the first place , with all the new	dictionaries	published since 1960 and the updatings and revisions of existing works that continue to appear , both in the US and the UK , it is difficult to see why Green chose to go back to 1960 as a point of departure , unless one takes into account the publication of the Barnhart Dictionary of New English Since 1963 ( 1973 ) and its second edition ( 1980 ) and assumes that this book was intended to compete with them ; certainly , Neologisms has n't patch on Barnhart 's books .	INFO	INFO	INFO	DOT	DOT	ART	INFO	DOT
bbbbb	136	letter	33	Sweden is the only industrial nation which actually has had competition in its	letter	mail market after abolishing its monopoly .	ART	INFO	ART	ART	ART	INFO	ART	ART
bbbbb	131	letter	32	In 1894 he said in a	letter	to a friend : &#34 Not for a minute am I free of the thought that I must , am obliged to write .	INFO	ART	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	127	letter	31	Yet he is overwrought about our piece in Slate . If you gather from his	letter	that the Slate assessment was a hatchet job , check it out .	INFO	INFO	DOT	INFO	DOT	INFO	INFO	DOT
bbbbb	153	letter	37	Professor Norman Shapiro [ XIV , 2 ] makes a remark in his	letter	that I have often thought about , the vagaries of eponymous celebrity .	INFO	INFO	INFO	ART	INFO	INFO	INFO	INFO
bbbbb	149	letter	36	Gardner wrote in a 1775	letter	 , I have often wished for a good flock of Priory sheep .	DOT	INFO	ART	INFO	DOT	DOT	INFO	DOT
bbbbb	141	letter	34	Figures cited in the DCI 's	letter	to President Clinton in October , however , are slightly different : CTC had helped render 32 terrorists to justice since July 1998 , more than half of whom were al Qaeda .	INFO	DOT	INFO	DOT	INFO	INFO	INFO	DOT
bbbbb	160	letter	39	Also , you will find with this	letter	a &#34 1993 fact card &#34 about the law school , information about the Indiana Tax Credit ( if you reside in Indiana ) , and a gift card and envelope to use in returning your contribution to the school .	ART	ART	ART	INFO	ART	ART	ART	ART
bbbbb	156	letter	38	In these	letters	 , he asserted that I exceeded  my lawful authority  by undertaking this study .	INFO	DOT	INFO	INFO	ART	INFO	INFO	DOT
bbbbb	455	book	129	The novelist Tom Mallon , who has written a book on diaries and is working on a	book	about letters , e-mailed me : &#34 I like Dawn Powell , though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	INFO	INFO	ART	INFO	INFO	INFO	INFO
bbbbb	451	book	128	By the way , let 's not forget that in a conventional bookstore , you can also--if you choose--acquire	books	in zero days , by &#34 going to &#34 the store in the pre- Internet sense of actually going there .	ART	ART	ART	ART	ART	DOT	ART	ART
bbbbb	322	letter	88	The authors of primary studies identified through literature searches were contacted by	letter	or by email or both , seeking data not presented in the published study , and to enquire about knowledge of unpublished or additional studies .	DOT	DOT	DOT	ART	ART	ART	ART	DOT
bbbbb	162	CD	40	We 've come a long way since then : ragtime and radio , hillbilly and race records , big bands and showtoons , 45 s and triple concept albums , MTV and	CDs	and horror-core .	ART	ART	ART	ART	ART	DOT	ART	ART
bbbbb	175	CD	43	But a federal complaint , filed in late October , accused the much-celebrated Hamid of misappropriating grant funds for personal use--to take trips , buy	CDs	 , and work on an unrelated book manuscript--and to buy heroin for his research subjects .	ART	ART	ART	ART	ART	ART	ART	ART
bbbbb	171	CD	42	For Amazon . com to branch out from books into	CDs	and then videos and then consumer electronics means one thing .	DOT	ART	ART	ART	ART	ART	ART	ART
bbbbb	289	dictionary	77	The problems of binding a 3800 - page book are formidable , but it can be done , and I believe that OUP customers would have been better served by being offered a one-volume edition ( perhaps with a needed lectern of its own ) , enabling the NSOED to compete more readily with the other main contenders among large	dictionaries	 , the MWIII and the Random House Unabridged .	ART	ART	ART	ART	ART	ART	ART	ART
bbbbb	195	book	49	Buchanan 's new	book	 , A Republic , Not an Empire , chronicles how generations of woolly-headed idealists repeatedly dragged the United States into pointless overseas conflicts .	INFO	INFO	DOT	ART	INFO	ART	DOT	ART
bbbbb	192	book	48	An impressive and thoroughly engaging addition to Shakespeare scholarship , Professor Marvin Spevack 's A Shakespeare Thesaurus deserves to take its place in the canon of eminently useful	books	about the world 's greatest dramatist .	INFO	DOT	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	285	dictionary	76	For some reason , if I have cancer , its virulence is somehow diminished if I call it the big C ; a myocardial infarction seems less life-threatening than a heart attack . Work I have done on synonym	dictionaries	confirms that English has more equivalents , at various levels of usage , for insane than for any other concept or word in the language .	INFO	INFO	INFO	INFO	INFO	ART	INFO	INFO
bbbbb	166	book	41	Finally , the methodological fallacy at the heart of this	book	: &#34 If you want to see what 's happening in the stream called our society , &#34 says one of Faludi 's &#34 patriots , &#34 &#34 go to the edges and look at what 's happening there . . . &#34	INFO	INFO	INFO	INFO	DOT	DOT	INFO	DOT
bbbbb	161	book	40	I loved the book , but I think anyone with 200 pages of footnotes in a	book	of fiction is in fact saying &#34 Fuck you , see if you can read it . &#34	DOT	INFO	INFO	INFO	INFO	ART	INFO	INFO
bbbbb	174	book	43	I confess I read this	book	with some trepidation because I have just completed a book that attempts to answer just these questions .	INFO	ART	INFO	ART	INFO	INFO	INFO	ART
bbbbb	170	book	42	( Simpson also told me that after Drudge 's report Isikoff &#34 was fairly petrified that he would be pulled into a conflicted situation &#34 and that their	book	project was &#34 most emphatically &#34 dropped . )	DOT	INFO	INFO	INFO	ART	ART	INFO	ART
bbbbb	182	book	45	There is a third category of	books	( besides those that everyone has in stock and those that no one has in stock ) .	DOT	ART	INFO	ART	INFO	ART	ART	ART
bbbbb	179	book	44	In the New York Times Book Review , Robert Fishman compares Bissinger 's	book	to &#34 such classics of urban reportage and analysis as J . Anthony Lukas 's Common Ground . &#34 Reviewers especially like its scope : Bissinger interweaves the stories of a shipyard worker and a poor black grandmother with political history .	INFO	DOT	INFO	INFO	INFO	INFO	INFO	INFO
bbbbb	189	book	47	Are there &#34 circuit breakers &#34 on the	books	now or not ?	ART	ART	ART	ART	ART	ART	ART	ART
bbbbb	185	book	46	The thesis was taken up last year by Canadian Michael Bradley in his incoherent	book	Chosen People From the Caucasus . Bradley is known for a book-length rant titled The Iceman Inheritance , which identifies the origins of white racial evil in prehistoric psychosexual tensions of some sort .	INFO	INFO	INFO	ART	INFO	INFO	INFO	INFO
bbbbb	279	dictionary	74	Such amusements aside , one might think that a careful review of an older	dictionary	might reveal something about the state of the language at the time of publication ; but that is not necessarily true for old dictionaries any more than it is for new ones .	INFO	INFO	DOT	ART	INFO	INFO	INFO	INFO
bbbbb	275	dictionary	73	So which authorities are right , the American	dictionaries	or the Tolkovyi Slovar ' ?	INFO	ART	INFO	INFO	INFO	ART	INFO	ART
